shot_id,plasma_volume
0,8.97966671476441
1,7.936923089535735
2,8.579065612002383
3,8.290019308926768
4,7.892679705883528
5,8.668196373044605
6,6.936179150891469
7,7.403836915506494
8,7.91823510288479
9,8.967670025176274
10,7.832006112567448
11,8.019404489838653
12,9.020617457474962
13,7.739347575362861
14,7.642032476913424
15,8.437224886255411
16,8.89421698967291
17,9.05763684375245
18,8.367569623122941
19,8.299257108210728
20,7.340035907271483
21,7.574548862840179
22,9.24507090310374
23,9.219485439340394
24,8.671573838239919
25,8.940451413125583
26,8.754523122541347
27,8.923365006852464
28,8.718620796152795
29,7.833173248579122
30,8.733165371417469
31,8.844086077271209
32,8.730777723789148
33,8.84494243588541
34,8.016266836066478
35,8.935741604781676
36,7.658108875119086
37,7.585001932987732
38,9.03591848396882
39,8.054938131627495
40,9.214747474642483
41,8.120798825780387
42,8.634837369952022
43,8.708333258558312
44,6.920653013289833
45,8.809349363882365
46,8.356731461809188
47,7.95817288235498
48,7.272750879050571
49,9.217114518095311
50,8.390139042865595
51,7.873275803955746
52,8.009679416858818
53,9.020827249102904
54,7.5007304144850675
55,8.77482388113788
56,8.674788960231146
57,7.683327235357055
58,7.721107160764623
59,9.025325881401121
60,9.23810865428206
61,8.40526156158251
62,8.111180298638722
63,8.43273234748082
64,9.721228321776131
65,7.769417486664852
66,8.662195210862356
67,8.84652524251866
68,9.076284409545861
69,8.7689160240109
70,8.702109208633859
71,7.961377508456357
72,8.919304341556577
73,9.050881702037888
74,9.28902709109777
75,7.339262085352611
76,8.99821794545684
77,8.418602706969178
78,7.907698871337071
79,7.0693453979089504
80,9.230815946465029
81,7.71878438990365
82,8.440634433577534
83,8.768873503815144
84,7.831070628044802
85,7.988173047715596
86,8.772232550753627
87,8.641445563432521
88,8.945248709073798
89,8.603676077785634
90,9.075513479393198
91,8.609506605514332
92,8.090762075081091
93,7.881165795122374
94,7.652987282021966
95,9.104985294897762
96,8.392587283181108
97,7.097628008345343
98,7.964777256140988
99,9.139691073635678
100,8.98211818169393
101,8.889190371904332
102,7.6348635071596025
103,6.804271637386272
104,8.434882292477422
105,9.101057107213325
106,8.785539036090057
107,7.1586691341566615
108,8.520593590837137
109,7.278720283079761
110,6.7278902453423095
111,8.682744647783226
112,9.01304864686319
113,8.357925702909933
114,8.768595668655106
115,9.311059851155216
116,8.4461322312021
117,8.480430413664152
118,8.01462209440518
119,7.601106251181135
120,8.68134568685554
121,8.04874615763109
122,8.7593602005384
123,8.033694401363963
124,7.688569194727371
125,7.670767265722549
126,7.6295100026185025
127,8.91655574197806
128,7.911326925194791
129,9.223334394894993
130,8.893497924678696
131,8.439234417459332
132,9.248044371666438
133,8.511851644730612
134,8.628449367180682
135,8.970526845805056
136,8.50917467238936
137,7.656671502140947
138,8.812218363472011
139,7.278147736645525
140,9.027057427939235
141,7.568267854436514
142,9.032397575972976
143,8.779979038238626
144,7.939877091018879
145,8.898903147445484
146,8.839285614996442
147,7.335571089201563
148,7.5437422851608185
149,6.972380235564397
150,8.950754767773612
151,8.27049095682095
152,8.653950123018545
153,9.034100566720799
154,8.720525021313227
155,8.405543354490016
156,8.050377585016061
157,8.745363234019464
158,8.663173885248172
159,7.782397124157234
160,8.65646949457846
161,8.145120451912193
162,8.140978433807526
163,9.1529354065567
164,7.501409798863155
165,9.263719105774982
166,6.698245315323722
167,8.956680518990254
168,8.676211177831318
169,9.49058318647508
170,8.913560737147371
171,8.745714316512311
172,8.891400696677197
173,8.808877658652982
174,7.442832368167561
175,7.474137508126726
176,7.376374186561329
177,7.8255385126956645
178,7.43253623241902
179,8.662817963905406
180,7.549689239942557
181,7.5121499900902835
182,7.36853655203012
183,7.502066991773113
184,8.791684162017585
185,7.315209123895982
186,9.061258015084833
187,8.179645952708
188,9.152138119173776
189,8.81459367892893
190,8.404974848065562
191,9.049350064910426
192,8.690433268008986
193,7.888269475474496
194,8.939630499902366
195,8.963731698749141
196,7.322352750162478
197,8.771995326880692
198,9.01512877482999
199,7.961740520543429
200,8.711703286644406
201,8.926167234356816
202,8.96909702803985
203,8.088734381225109
204,9.866306862603166
205,8.850877888821165
206,7.388186270565226
207,7.526323896223422
208,8.533953397951061
209,9.198110241641585
210,7.873125812364853
211,8.700978315289898
212,8.495676247461992
213,7.837892230819376
214,7.478495627647699
215,6.959111463966871
216,9.016904631058587
217,7.286883921923962
218,8.615935195537078
219,8.887208092621472
220,8.049120816405951
221,7.571899864334616
222,8.808760848307493
223,8.368742504047022
224,8.992750738981131
225,7.7660393730001
226,8.747099936380808
227,8.922803664179295
228,8.844134789381771
229,8.586006754654894
230,8.978236557517056
231,8.741769160143003
232,7.627131166091154
233,8.555511125365825
234,8.707432163423745
235,8.335093945568246
236,8.693631911591112
237,9.06019130446259
238,8.88137850025637
239,8.735931850420258
240,8.692712336485405
241,8.43343001004687
242,8.82383891814174
243,8.441674253028324
244,8.89347957852704
245,7.598066512530109
246,8.57464504518392
247,8.756987505926174
248,7.946902918238387
249,7.221861090393112
250,9.031941895919008
251,7.993305473751696
252,8.151330777168118
253,8.53166528988306
254,7.844569927736314
255,8.41839046963392
256,8.156672453338247
257,9.009699637638553
258,9.22217575479776
