shot_id,plasma_volume
0,9.086822112630754
1,7.882943722704611
2,8.607213884808752
3,8.314896659934844
4,7.911097716108619
5,8.825831811501175
6,6.977691008420527
7,7.398369309056306
8,8.089332507903496
9,8.979076053523867
10,7.8305438027290535
11,7.6334478385441145
12,9.021083983762809
13,7.694863942788879
14,7.77912863206124
15,8.437750465882946
16,8.922451408443177
17,8.972210888722149
18,8.505333814877766
19,8.257763321071822
20,7.377519906646527
21,7.460453478406643
22,9.208979551158823
23,9.156304661143285
24,8.847288552491207
25,9.238053093161309
26,8.749969072416159
27,8.91476417207289
28,8.7257641339483
29,7.621173893650626
30,8.662686418012932
31,8.866768471248728
32,8.76327277688887
33,8.940639924392297
34,7.693538557263134
35,8.95228973179842
36,7.642010339238923
37,7.48072327539919
38,9.010843030333632
39,7.964842187636912
40,9.20913615878829
41,8.116525075073858
42,8.682115954306912
43,8.714668738008122
44,6.92104617127872
45,8.536301432506223
46,8.508431644788253
47,7.669542147833791
48,7.796102292654631
49,8.84439779952049
50,8.452659099442407
51,7.896005115388932
52,7.933643047520117
53,9.021688199545675
54,7.476471063990779
55,8.766427804348055
56,8.789182710886683
57,7.801100934548341
58,7.748529834707155
59,9.019565581490733
60,9.306497928928145
61,7.32030504643459
62,8.10982040173078
63,8.516838079940163
64,9.585593963412727
65,7.743673400470653
66,8.745485935305735
67,8.79401981993211
68,9.048005727388519
69,8.765945336545617
70,8.768833118310273
71,7.645915138049314
72,8.880198257005244
73,9.035306275080819
74,9.222968244999231
75,7.2375408369121565
76,8.99681790685678
77,8.57609202378558
78,7.9499770540241625
79,6.855564513508091
80,9.187701679372044
81,7.7105503471266585
82,8.484174735637453
83,8.780405748650118
84,7.737790474021326
85,8.089031184794148
86,8.814783936082208
87,8.752329485040043
88,8.897417059986536
89,8.640225117495344
90,9.060282921924156
91,8.622067564702629
92,8.116502626459493
93,7.700659782913704
94,7.578022048872066
95,9.076747193778916
96,8.424563375912825
97,7.1735793815517175
98,7.939810070139006
99,9.100282385062192
100,8.914546791682849
101,8.886567377034849
102,7.661521539264373
103,6.728526312110351
104,8.39921103749378
105,9.083794841442355
106,8.735998273611632
107,7.0956046905485035
108,8.566216823954422
109,7.160430151426423
110,6.660730007634709
111,8.560003650703608
112,9.030991852449048
113,8.349589141875756
114,8.75613701515411
115,9.21589896552588
116,8.492677566170304
117,8.640020408981249
118,7.978131208453991
119,7.764274980968431
120,8.704009729800713
121,8.066147387278498
122,8.784962369806095
123,8.07361940112357
124,7.662259379749408
125,7.631662556884603
126,7.597082946225331
127,8.970046962570235
128,7.964036048911833
129,9.18753720643489
130,8.888978550408197
131,8.496581117420035
132,9.218544014972291
133,8.54441809178241
134,8.674952266545498
135,8.987913111336333
136,8.410423473230567
137,7.447286282122558
138,8.919333782886234
139,7.34709204103118
140,9.340936569967074
141,7.572560781958105
142,9.021200289964481
143,8.920078401446737
144,8.040852088972308
145,8.908109192232075
146,8.944588603076365
147,7.097997629468814
148,7.636073987780015
149,7.45635417436378
150,8.897442749825013
151,8.30724212524906
152,8.710856763548422
153,8.997383865128484
154,8.758258590655636
155,7.320036247990341
156,8.084236704861766
157,8.80248939076352
158,8.676491352844858
159,7.733469125891772
160,8.67533125528614
161,8.147157536961585
162,8.287806239575906
163,9.134192856266907
164,7.498694825141155
165,9.200138772192332
166,6.662358084570102
167,8.899921695978698
168,8.682360211150213
169,9.485549925113647
170,8.868993518232665
171,8.750835757592247
172,8.80924760815364
173,8.841800031349328
174,7.384541328041756
175,9.192347617889807
176,7.422212587698011
177,7.809825983969306
178,7.43133198507008
179,8.675420591338707
180,7.40085482244365
181,7.52644694309936
182,7.333588296391829
183,7.620346409168415
184,8.803753606791078
185,7.2965825227206835
186,9.064034204628486
187,9.860513129281115
188,9.224499111328118
189,9.153053683753637
190,7.320374118217709
191,8.975823458133652
192,8.719959686125188
193,7.93340517819852
194,8.88075468260031
195,8.965940333948073
196,7.4335927247672196
197,8.780400837668738
198,9.075247920643136
199,8.036794230847075
200,8.709818244072586
201,8.969279910178564
202,8.962483096606073
203,8.095173410563781
204,9.68086417708574
205,9.080354897280666
206,7.377366657999566
207,7.495173620883608
208,8.667612733218121
209,9.136826989092654
210,7.840029519058803
211,8.707550819187357
212,8.541227352369742
213,7.860625548897079
214,7.64248039319916
215,7.033803976364254
216,8.963806843510849
217,7.359993762797783
218,8.671408534684744
219,8.788959841840667
220,8.021862607016931
221,7.578924527955986
222,8.75840896760462
223,8.392699012680286
224,9.075843584313386
225,8.058440419110534
226,8.66387576246969
227,8.873623769111775
228,8.929883523334958
229,8.5993524232469
230,8.96752596251647
231,8.735409381472392
232,7.550663017755477
233,8.666889386075738
234,8.79402369606843
235,8.479404590954479
236,8.701357780334506
237,8.957860011801998
238,8.84574215759152
239,8.717431749943014
240,8.552275501785864
241,8.481889302546083
242,8.835643964871174
243,8.581595695247739
244,8.939115386021793
245,7.429948919494486
246,8.629035074231998
247,8.807727672067555
248,7.992902911831339
249,7.286187777090936
250,9.056134918618547
251,7.932760948605899
252,8.153676179030688
253,8.612538430261802
254,7.728124110428949
255,8.469061955710838
256,8.251564897025352
257,8.989397320909532
258,8.959028072811835
